Testing overfitting the model on all the datasets
Class ratio [('Argaen0', 10, 0.06666666666666667), ('Coconut Big0', 10, 0.06666666666666667), ('J3ffreySmith0', 10, 0.06666666666666667), ('RalfKistner0', 10, 0.06666666666666667), ('addie90000', 10, 0.06666666666666667), ('bigOnion0', 10, 0.06666666666666667), ('caethan0', 10, 0.06666666666666667), ('gepa0', 10, 0.06666666666666667), ('int n0', 10, 0.06666666666666667), ('j4b0', 10, 0.06666666666666667), ('jgaten0', 10, 0.06666666666666667), ('max bublis0', 10, 0.06666666666666667), ('nlse0', 10, 0.06666666666666667), ('pek0', 10, 0.06666666666666667), ('serialk0', 10, 0.06666666666666667)]
Train labels :(120,80.0%)
Test  labels :(30,20.0%)
Model: 1_lstm_no_dropout_500_15_labels 
		embed EmbedID ['W'] 
				 W => (108, 500)
		lstm1 
			lateral Linear ['W'] 
						 W => (2000, 500)
			upward Linear ['W', 'b'] 
						 W => (2000, 500)
						 b => (2000,)
		w Linear ['W', 'b'] 
				 W => (15, 500)
				 b => (15,)
Optimizer: ('MomentumSGD', {'lr': 0.01, 'momentum': 0.9}) 
Evaluation
epoch	training loss	test loss	test accuracy
1	2.57759041984876	2.0415863831837973	0.36666666666666664
2	1.7068512260913848	1.4524017969767253	0.5
3	1.3957176079352698	1.1917328755060832	0.7
4	0.967546671628952	1.0569248914718627	0.7
5	0.6414341410001119	0.6299661517143249	0.7333333333333333
6	0.5275021334489186	0.8283191204071045	0.7333333333333333
7	0.310030068953832	0.6959728479385376	0.7666666666666667
8	0.2867857297261556	0.42670244375864663	0.8333333333333334
9	0.1632147451241811	0.3815632740656535	0.8333333333333334
10	0.0995402733484904	0.5253848711649577	0.7666666666666667
11	0.08708454767862955	0.35387649536132815	0.8666666666666667
12	0.019372177124023438	0.3583437124888102	0.8
13	0.013962197303771972	0.30889960924784343	0.8333333333333334
14	0.009393592675526937	0.30112669467926023	0.8333333333333334
15	0.007646667957305908	0.3019165754318237	0.8333333333333334
16	0.006117892265319824	0.29298879305521647	0.8333333333333334
17	0.005227537949879965	0.2909295717875163	0.8333333333333334
18	0.004507219791412354	0.2887839953104655	0.8333333333333334
19	0.004043050607045491	0.28807302316029865	0.8333333333333334
20	0.003509982426961263	0.2924712340037028	0.8333333333333334
21	0.0031743526458740236	0.2914969603220622	0.8333333333333334
22	0.002867722511291504	0.2925338904062907	0.8333333333333334
23	0.0026142040888468424	0.29038960138956704	0.8333333333333334
24	0.002406938870747884	0.2904536724090576	0.8333333333333334
25	0.0022248029708862305	0.2903677304585775	0.8333333333333334
26	0.0020669937133789063	0.29239602088928224	0.8333333333333334
27	0.0019319375356038411	0.2931777795155843	0.8333333333333334
28	0.00180207093556722	0.29106303850809734	0.8333333333333334
29	0.0017032146453857422	0.29530027707417805	0.8333333333333334
30	0.0015873034795125325	0.29531609217325844	0.8333333333333334
31	0.0015026092529296874	0.296869150797526	0.8333333333333334
32	0.0014218171437581381	0.2959076245625814	0.8333333333333334
33	0.0013546546300252278	0.2962757269541422	0.8333333333333334
34	0.0012811660766601563	0.29693490664164224	0.8333333333333334
35	0.001220870018005371	0.29844876925150554	0.8333333333333334
36	0.0011620044708251954	0.29870559374491373	0.8333333333333334
37	0.0011115233103434245	0.29955687522888186	0.8333333333333334
38	0.0010641256968180338	0.30008859634399415	0.8333333333333334
39	0.0010214885075887044	0.30015343030293784	0.8333333333333334
40	0.0009803215662638346	0.30114771525065104	0.8333333333333334
41	0.0009443283081054688	0.30185437202453613	0.8333333333333334
42	0.0009074767430623372	0.3018054803212484	0.8333333333333334
43	0.000870664914449056	0.30378206570943195	0.8333333333333334
44	0.0008451938629150391	0.30401433308919273	0.8333333333333334
45	0.0008134285608927409	0.3041331926981608	0.8333333333333334
46	0.0007854302724202474	0.3053047021230062	0.8333333333333334
47	0.0007621049880981445	0.30605292320251465	0.8333333333333334
48	0.0007378101348876953	0.3068293889363607	0.8333333333333334
49	0.0007120609283447265	0.3068937142690023	0.8333333333333334
50	0.0006906350453694661	0.30673062006632484	0.8333333333333334
51	0.0006709019343058268	0.30777204831441246	0.8333333333333334
52	0.000651399294535319	0.30862215360005696	0.8333333333333334
53	0.0006331920623779297	0.3091885566711426	0.8333333333333334
54	0.0006152550379435221	0.30968265533447265	0.8333333333333334
55	0.0005979140599568685	0.3105633735656738	0.8333333333333334
56	0.0005823453267415365	0.3102904796600342	0.8333333333333334
57	0.0005669991175333658	0.31081015268961587	0.8333333333333334
58	0.0005528211593627929	0.3118105093638102	0.8333333333333334
59	0.000539096196492513	0.3127053578694661	0.8333333333333334
60	0.0005257924397786459	0.312367312113444	0.8333333333333334
61	0.0005130688349405925	0.31330850919087727	0.8333333333333334
62	0.0005012035369873046	0.3126122315724691	0.8333333333333334
63	0.0004906336466471354	0.3141806443532308	0.8333333333333334
64	0.00047898292541503906	0.31517089207967125	0.8333333333333334
65	0.00046785672505696613	0.31530132293701174	0.8333333333333334
66	0.00045770804087320963	0.31586864789326985	0.8333333333333334
67	0.00044780572255452474	0.31567413012186685	0.8333333333333334
68	0.000438380241394043	0.31692028045654297	0.8333333333333334
69	0.00042949517567952475	0.3168797016143799	0.8333333333333334
70	0.00042106310526529946	0.3177505970001221	0.8333333333333334
71	0.00041260719299316404	0.31771737734476724	0.8333333333333334
72	0.0004038810729980469	0.3184361934661865	0.8333333333333334
73	0.00039571126302083334	0.3188204288482666	0.8333333333333334
74	0.000388789176940918	0.31969103813171384	0.8333333333333334
75	0.00038139820098876954	0.319548511505127	0.8333333333333334
76	0.000374603271484375	0.32009223302205403	0.8333333333333334
77	0.00036706129709879556	0.32019349733988445	0.8333333333333334
78	0.00036067962646484374	0.32084344228108724	0.8333333333333334
79	0.00035432974497477215	0.3213406244913737	0.8333333333333334
80	0.0003479957580566406	0.32167463302612304	0.8333333333333334
81	0.00034182071685791017	0.3223453998565674	0.8333333333333334
82	0.00033623377482096354	0.3221592903137207	0.8333333333333334
83	0.0003304481506347656	0.3229323546091715	0.8333333333333334
