Testing overfitting the model on all the datasets
Class ratio [('AMV0', 10, 0.07142857142857142), ('Bastiandantilus0', 10, 0.07142857142857142), ('Binnie0', 10, 0.07142857142857142), ('Entropy0', 10, 0.07142857142857142), ('IdoLivneh0', 10, 0.07142857142857142), ('Michael0', 10, 0.07142857142857142), ('RalfKistner0', 10, 0.07142857142857142), ('ToR0', 10, 0.07142857142857142), ('caethan0', 10, 0.07142857142857142), ('cathco0', 10, 0.07142857142857142), ('gizzywump0', 10, 0.07142857142857142), ('joegunrok0', 10, 0.07142857142857142), ('xoxie0', 10, 0.07142857142857142), ('yordanmiladinov0', 10, 0.07142857142857142)]
Train labels :(112,80.0%)
Test  labels :(28,20.0%)
Model: 1_lstm_no_dropout_500_15_labels 
		embed EmbedID ['W'] 
				 W => (108, 500)
		lstm1 
			lateral Linear ['W'] 
						 W => (2000, 500)
			upward Linear ['W', 'b'] 
						 W => (2000, 500)
						 b => (2000,)
		w Linear ['W', 'b'] 
				 W => (14, 500)
				 b => (14,)
Optimizer: ('MomentumSGD', {'momentum': 0.9, 'lr': 0.01}) 
Evaluation
epoch	training loss	test loss	test accuracy
1	2.5457582495042255	2.114398253815515	0.4642857142857143
2	1.7561775658811842	1.4994662616934096	0.5
3	1.3142708433525903	0.9537158012390137	0.7142857142857143
4	1.1394871867128782	2.1770294308662415	0.25
5	1.1144039588315147	0.7860983865601676	0.6785714285714286
6	0.5422131078583854	0.5978095531463623	0.8571428571428571
7	0.410400852560997	0.3069820489202227	0.9285714285714286
8	0.1323115357330867	0.177296553339277	0.9285714285714286
9	0.043017523629324775	0.21316279683794295	0.9642857142857143
10	0.015296195234571184	0.1768952522959028	0.9642857142857143
11	0.009447348969323295	0.1738359672682626	0.9642857142857143
12	0.0071444639137813026	0.16077329431261336	0.9642857142857143
13	0.0059720490659986225	0.15533965826034546	0.9642857142857143
14	0.005136821951184954	0.1520974806376866	0.9642857142857143
15	0.0044926575251988	0.15014670576368058	0.9642857142857143
16	0.004006002630506243	0.14784634964806692	0.9642857142857143
17	0.0036312639713287354	0.1427272387913295	0.9642857142857143
18	0.003302339996610369	0.14243547405515397	0.9642857142857143
19	0.003041850669043405	0.14106452465057373	0.9642857142857143
20	0.0028129986354282926	0.1394105383328029	0.9642857142857143
21	0.0026114072118486676	0.13829838378088816	0.9642857142857143
22	0.0024540764944893973	0.13686888558523996	0.9642857142857143
23	0.002314882619040353	0.13589311497552053	0.9642857142857143
24	0.002184569835662842	0.13492123569761003	0.9642857142857143
25	0.002068689891270229	0.13378335748400008	0.9642857142857143
26	0.001974165439605713	0.13370309557233537	0.9642857142857143
27	0.001879777227129255	0.13310402631759644	0.9642857142857143
28	0.0017992428370884486	0.13189867564610072	0.9642857142857143
29	0.001726414476122175	0.13174538952963694	0.9642857142857143
30	0.0016600063868931361	0.13132861682346889	0.9642857142857143
31	0.001595548221043178	0.13026008435658046	0.9642857142857143
32	0.001540430954524449	0.12961612428937638	0.9642857142857143
33	0.0014899373054504395	0.1296601550919669	0.9642857142857143
34	0.0014431135995047434	0.12911391258239746	0.9642857142857143
35	0.0014012711388724191	0.12868280921663558	0.9642857142857143
36	0.0013655338968549455	0.1288241914340428	0.9642857142857143
37	0.00132326568875994	0.12833126102175033	0.9642857142857143
38	0.001287196363721575	0.12790777853557042	0.9642857142857143
39	0.0012523021016802108	0.12746102469308035	0.9642857142857143
40	0.0012216567993164062	0.12815057379858835	0.9642857142857143
41	0.0011901940618242537	0.127250713961465	0.9642857142857143
42	0.001164717333657401	0.12745290994644165	0.9642857142857143
43	0.0011404241834368025	0.12708084072385514	0.9642857142857143
44	0.0011146068572998047	0.1266246693474906	0.9642857142857143
45	0.0010930299758911133	0.12679788896015712	0.9642857142857143
46	0.001071061406816755	0.12740364245006017	0.9642857142857143
47	0.0010505148342677525	0.12664213350840978	0.9642857142857143
48	0.0010300278663635254	0.12638312578201294	0.9642857142857143
49	0.001011082104274205	0.12707497392381942	0.9642857142857143
50	0.0009967940194266184	0.1262457115309579	0.9642857142857143
51	0.0009786571775163924	0.1265351516859872	0.9642857142857143
52	0.0009617294584001813	0.1262825642313276	0.9642857142857143
53	0.0009475776127406529	0.1262149895940508	0.9642857142857143
54	0.0009343794413975307	0.1263173052242824	0.9642857142857143
55	0.0009204319545200893	0.12627833230154856	0.9642857142857143
56	0.0009073274476187569	0.12633075884410314	0.9642857142857143
57	0.0008946742330278669	0.12609200818198069	0.9642857142857143
58	0.0008839028222220284	0.1265643835067749	0.9642857142857143
59	0.0008723650659833636	0.12696444136755808	0.9642857142857143
60	0.0008612104824611119	0.12662410736083984	0.9642857142857143
61	0.0008504561015537807	0.1268216712134225	0.9642857142857143
62	0.0008406979697091239	0.12665289640426636	0.9642857142857143
63	0.0008315443992614746	0.12631819929395402	0.9642857142857143
64	0.0008223908288138253	0.12681432281221663	0.9642857142857143
65	0.0008140036037990025	0.12718003136771067	0.9642857142857143
66	0.0008052076612200056	0.1272114430155073	0.9642857142857143
67	0.0007972802434648786	0.12745308876037598	0.9642857142857143
68	0.00078843321119036	0.1271897554397583	0.9642857142857143
69	0.0007804632186889648	0.1275180152484349	0.9642857142857143
70	0.0007746985980442592	0.12757555927549089	0.9642857142857143
71	0.0007668052400861468	0.12764033249446324	0.9642857142857143
72	0.0007610661642892021	0.12781365428652083	0.9642857142857143
73	0.0007540413311549596	0.12772247620991298	0.9642857142857143
74	0.0007470761026654925	0.12785867282322474	0.9642857142857143
75	0.0007417372294834682	0.128020065171378	0.9642857142857143
76	0.000736602715083531	0.1280723980494908	0.9642857142857143
77	0.0007309998784746442	0.12834388869149344	0.9642857142857143
78	0.0007246477263314384	0.12867276157651628	0.9642857142857143
79	0.0007205009460449219	0.12934995549065725	0.9642857142857143
80	0.0007157410894121442	0.12871672425951278	0.9642857142857143
81	0.0007095847811017718	0.1289575525692531	0.9642857142857143
82	0.0007057530539376396	0.12950278179986136	0.9642857142857143
83	0.000699162483215332	0.12956840651375906	0.9642857142857143
84	0.0006962418556213379	0.1292323555265154	0.9642857142857143
